2014,2,11110515,청운효자동,5988,2620,3368,1105,694,1097,1585,848,659,643,347,423,587,449,171,462,347,674,998,399,488,0,0,0,2429899
2014,2,11110530,사직동,4949,2256,2693,601,621,950,999,951,827,306,239,449,470,453,339,295,382,501,529,498,488,0,0,0,1161995
2014,2,11110540,삼청동,33,14,19,0,0,10,8,15,0,0,0,4,4,6,0,0,0,6,4,9,0,0,0,0,1391632
2014,2,11110550,부암동,4518,2275,2243,744,718,547,1078,894,537,463,410,295,494,416,197,281,308,252,584,478,340,0,0,0,2221363
2014,2,11110560,평창동,9129,4044,5085,1575,1323,1155,1913,1716,1447,832,652,482,739,739,600,743,671,673,1174,977,847,0,0,0,8346900
2014,2,11110570,무악동,7725,3653,4072,1626,859,1085,1570,1278,1307,771,414,499,787,620,562,855,445,586,783,658,745,0,0,0,453220
2014,2,11110580,교남동,1210,584,626,92,170,241,276,260,171,50,78,132,144,130,50,42,92,109,132,130,121,0,0,0,355267
2014,2,11110600,가회동,1469,663,806,161,209,289,334,232,244,99,93,125,167,100,79,62,116,164,167,132,165,0,0,0,565302
2014,2,11110615,종로1.2.3.4가동,2688,1781,907,111,230,326,415,980,626,56,126,219,306,709,365,55,104,107,109,271,261,0,0,0,2430999
2014,2,11110630,종로5.6가동,1667,1301,366,42,337,176,614,405,93,25,303,154,460,310,49,17,34,22,154,95,44,0,0,0,599631
2014,2,11110640,이화동,4304,2087,2217,122,1555,1300,730,443,154,59,755,657,365,193,58,63,800,643,365,250,96,0,0,0,747067
2014,2,11110650,혜화동,9888,5037,4851,475,4425,1960,1606,938,484,253,2345,1246,678,344,171,222,2080,714,928,594,313,0,0,0,1161303
2014,2,11110670,창신1동,3399,1843,1556,342,419,454,706,791,687,185,237,251,386,435,349,157,182,203,320,356,338,0,0,0,297271
2014,2,11110680,창신2동,6721,3755,2966,355,1232,983,2050,1664,437,174,735,722,1122,832,170,181,497,261,928,832,267,0,0,0,257188
2014,2,11110690,창신3동,7321,3719,3602,1109,1205,1245,1474,1430,858,639,606,629,734,723,388,470,599,616,740,707,470,0,0,0,216230
2014,2,11110700,숭인1동,4443,2226,2217,304,609,1105,1133,956,336,183,380,561,570,403,129,121,229,544,563,553,207,0,0,0,236777
2014,2,11110710,숭인2동,5749,3037,2712,445,1043,1105,1104,1133,919,260,495,594,643,599,446,185,548,511,461,534,473,0,0,0,359384
2014,2,11140520,소공동,762,406,356,96,90,205,138,126,107,44,52,113,77,72,48,52,38,92,61,54,59,0,0,0,918284
2014,2,11140540,회현동,3720,2075,1645,269,379,472,615,966,1019,125,186,254,376,601,533,144,193,218,239,365,486,0,0,0,909465
2014,2,11140550,명동,2152,805,1347,47,183,355,482,666,419,23,76,114,239,240,113,24,107,241,243,426,306,0,0,0,993909
2014,2,11140570,필동,3036,1787,1249,97,671,683,497,738,350,52,431,438,352,374,140,45,240,245,145,364,210,0,0,0,1458582
2014,2,11140580,장충동,3511,1879,1632,342,1145,631,519,432,442,185,703,340,268,216,167,157,442,291,251,216,275,0,0,0,1013897
2014,2,11140590,광희동,2469,1519,950,138,275,374,427,728,527,69,161,250,339,390,310,69,114,124,88,338,217,0,0,0,745387
2014,2,11140605,을지로동,428,300,128,29,33,38,67,141,120,14,19,24,51,115,77,15,14,14,16,26,43,0,0,0,612013
2014,2,11140615,신당동,2760,1750,1010,77,365,529,845,831,113,35,185,413,649,422,46,42,180,116,196,409,67,0,0,0,536647
2014,2,11140625,다산동,12227,6006,6221,750,2214,2699,3087,2555,922,468,1079,1550,1545,1070,294,282,1135,1149,1542,1485,628,0,0,0,532721
2014,2,11140635,약수동,17867,8581,9286,2737,2312,3407,2916,2963,3532,1368,1206,1669,1449,1423,1466,1369,1106,1738,1467,1540,2066,0,0,0,509395
2014,2,11140645,청구동,13076,6234,6842,2148,1923,2373,2281,2149,2202,1117,932,1177,1111,1073,824,1031,991,1196,1170,1076,1378,0,0,0,345114
2014,2,11140650,신당5동,7844,4007,3837,796,1271,1673,1683,1556,865,413,733,847,891,781,342,383,538,826,792,775,523,0,0,0,310367
2014,2,11140665,동화동,10425,5018,5407,2079,1442,1758,1871,1647,1628,1052,724,860,941,821,620,1027,718,898,930,826,1008,0,0,0,330049
2014,2,11140670,황학동,7623,4064,3559,876,1120,1792,1336,1277,1222,458,605,988,762,681,570,418,515,804,574,596,652,0,0,0,327694
2014,2,11140680,중림동,6002,3267,2735,665,670,1430,1130,1158,949,340,308,811,694,688,426,325,362,619,436,470,523,0,0,0,487576
2014,2,11170510,후암동,8542,4375,4167,804,1082,2185,2204,1642,625,500,607,1116,1105,810,237,304,475,1069,1099,832,388,0,0,0,868399
2014,2,11170520,용산2가동,3966,1984,1982,134,386,1580,707,875,284,81,189,1106,269,226,113,53,197,474,438,649,171,0,0,0,2047347
2014,2,11170530,남영동,3741,2656,1085,161,379,607,851,1094,649,95,186,414,691,856,414,66,193,193,160,238,235,0,0,0,735947
2014,2,11170555,청파동,12149,5494,6655,369,3386,3724,2919,1419,332,242,808,1868,1775,689,112,127,2578,1856,1144,730,220,0,0,0,867676
2014,2,11170560,원효로1동,7192,3613,3579,1045,1011,1948,1151,1060,977,550,488,974,629,517,455,495,523,974,522,543,522,0,0,0,589294
2014,2,11170570,원효로2동,12212,5794,6418,2107,1369,2320,2846,1947,1623,935,660,1154,1413,964,668,1172,709,1166,1433,983,955,0,0,0,915567
2014,2,11170580,효창동,6413,3165,3248,1038,872,1432,1345,957,769,598,435,766,658,447,261,440,437,666,687,510,508,0,0,0,470670
2014,2,11170590,용문동,9359,4479,4880,1478,1085,2270,1827,1411,1288,757,540,1037,980,605,560,721,545,1233,847,806,728,0,0,0,289284
2014,2,11170625,한강로동,8194,4046,4148,887,1176,1631,1323,1566,1611,469,570,777,716,782,732,418,606,854,607,784,879,0,0,0,3358956
2014,2,11170630,이촌1동,26817,12531,14286,6413,2751,4292,5320,3600,4441,3246,1256,1823,2595,1747,1864,3167,1495,2469,2725,1853,2577,0,0,0,2143668
2014,2,11170640,이촌2동,9514,4536,4978,1444,1132,1757,1598,1625,1958,753,581,852,833,726,791,691,551,905,765,899,1167,0,0,0,1191110
2014,2,11170650,이태원1동,2124,918,1206,164,310,450,380,419,401,82,160,210,171,171,124,82,150,240,209,248,277,0,0,0,579369
2014,2,11170660,이태원2동,2832,1242,1590,268,339,753,518,503,451,137,168,350,254,174,159,131,171,403,264,329,292,0,0,0,879018
2014,2,11170685,한남동,10699,5015,5684,977,1521,2854,2012,1838,1497,498,700,1439,973,804,601,479,821,1415,1039,1034,896,0,0,0,3198883
2014,2,11170690,서빙고동,9455,4499,4956,1557,900,1532,2806,1736,924,813,435,598,1399,918,336,744,465,934,1407,818,588,0,0,0,2198117
2014,2,11170700,보광동,3711,1702,2009,219,401,1014,1026,747,304,124,233,517,497,221,110,95,168,497,529,526,194,0,0,0,890496
2014,2,11200520,왕십리2동,15979,7723,8256,1879,2720,3328,3340,3181,1531,976,1192,1649,1681,1593,632,903,1528,1679,1659,1588,899,0,0,0,385254
2014,2,11200535,왕십리도선동,5270,2575,2695,747,884,848,939,874,978,387,393,444,487,435,429,360,491,404,452,439,549,0,0,0,718816
2014,2,11200540,마장동,17412,8778,8634,2862,2969,3069,3107,2905,2500,1500,1480,1576,1614,1492,1116,1362,1489,1493,1493,1413,1384,0,0,0,1082999
